    0.425260543823242188E+00    0.119741728305816664E+01    0.407409667968750000E-01    0.195997500419616699E+01   -0.634939965649470923E+04   -0.690775511231546968E+01    1
    0.355747818946838379E+00    0.118674733638763441E+01    0.232753753662109375E-01    0.304063558578491211E-01   -0.616916170527814393E+04   -0.690875511231548245E+01    1
    0.195319390296936035E+01    0.119094407558441162E+01    0.469185113906860352E-01    0.199713182449340820E+01   -0.616091796851408708E+04   -0.690975511231547301E+01    1
    0.159672892093658447E+01    0.119791278839111337E+01    0.116997480392456055E+00    0.197424626350402832E+01   -0.606155464041588675E+04   -0.691075511231547601E+01    1
    0.181765139102935791E+01    0.819001007080078169E+00    0.493209362030029297E-01    0.192952156066894531E-02   -0.600653202255568249E+04   -0.691175511231546658E+01    1
    0.720219016075134277E+00    0.810884737968444846E+00    0.390084981918334961E-01    0.895536899566650391E+00   -0.585513422973534580E+04   -0.691275511231547579E+01    1
    0.379717230796813965E+00    0.809494233131408780E+00    0.765380859375000000E-01    0.958012819290161133E+00   -0.576271133546947112E+04   -0.691375511231547435E+01    1
    0.571019053459167480E+00    0.812611865997314498E+00    0.944364070892333984E-01    0.158244359493255615E+01   -0.575721532571311946E+04   -0.691475511231548357E+01    1
    0.506529688835144043E+00    0.807340002059936612E+00    0.163037538528442383E+00    0.172609591484069824E+01   -0.572259038530939688E+04   -0.691575511231552209E+01    1
    0.120055305957794189E+01    0.807216644287109375E+00    0.126882314682006836E+00    0.153543055057525635E+01   -0.568242537106990858E+04   -0.691675511231554463E+01    1
    0.650216221809387207E+00    0.117228543758392334E+01    0.639587640762329102E-01    0.193521618843078613E+01   -0.566296250838757896E+04   -0.691775511231549967E+01    1
    0.676143527030944824E+00    0.804751443862915083E+00    0.191046154499053955E+01    0.155966949462890625E+01   -0.559736360355997294E+04   -0.691875511231549378E+01    1
    0.321963310241699219E+00    0.813855385780334561E+00    0.197999715805053711E+00    0.185427033901214600E+01   -0.556130776400533978E+04   -0.691975511231551454E+01    1
    0.170614266395568848E+01    0.813485288619995139E+00    0.195517206192016602E+01    0.398821473121643066E+00   -0.555387368683690875E+04   -0.692075511231548113E+01    1
    0.141662716865539551E+00    0.815812492370605491E+00    0.192932009696960449E+00    0.153421401977539062E+00   -0.554804379861723646E+04   -0.692175511231547080E+01    1
    0.152002573013305664E+00    0.119998579025268559E+01    0.205312848091125488E+00    0.469686269760131836E+00   -0.553229495287676036E+04   -0.692275511231549334E+01    1
    0.544226169586181641E-02    0.804920601844787642E+00    0.180009853839874268E+01    0.188363671302795410E+01   -0.551485150858766792E+04   -0.692375511231548746E+01    1
    0.119675028324127197E+01    0.801889133453369207E+00    0.191212534904479980E+00    0.734811782836914062E+00   -0.548360070288538100E+04   -0.692475511231548957E+01    1
    0.114296627044677734E+01    0.119366705417633057E+01    0.189906263351440430E+01    0.103629899024963379E+01   -0.545533508712796174E+04   -0.692575511231552365E+01    1
    0.127433359622955322E+01    0.118561398983001709E+01    0.180833172798156738E+01    0.193729627132415771E+01   -0.543849889093977799E+04   -0.692675511231553909E+01    1
    0.169971036911010742E+01    0.117235524654388445E+01    0.199903249740600586E-01    0.134712493419647217E+01   -0.542965643091453694E+04   -0.692775511231552343E+01    1
    0.190422916412353516E+01    0.119784142971038832E+01    0.226737976074218750E+00    0.159602940082550049E+01   -0.542637285064528805E+04   -0.692875511231550334E+01    1
    0.155114436149597168E+01    0.812859559059143089E+00    0.179611682891845703E+00    0.321041226387023926E+00   -0.542439039739602958E+04   -0.692975511231548769E+01    1
    0.899622440338134766E-01    0.116446714401245122E+01    0.103559017181396484E+00    0.167245864868164062E-01   -0.541763851837203038E+04   -0.693075511231546315E+01    1
    0.445206999778747559E+00    0.118531162738800067E+01    0.186325252056121826E+01    0.173112916946411133E+01   -0.539819447781264444E+04   -0.693175511231550789E+01    1
    0.122399604320526123E+01    0.117680158615112318E+01    0.723128318786621094E-01    0.527873158454895020E+00   -0.538137084666032024E+04   -0.693275511231550912E+01    1
    0.154776799678802490E+01    0.818555974960327171E+00    0.202383756637573242E+00    0.187889289855957031E+01   -0.537144693468526930E+04   -0.693375511231550057E+01    1
    0.154427647590637207E+00    0.837767362594604492E+00    0.352990627288818359E-01    0.125097143650054932E+01   -0.536523037957321867E+04   -0.693475511231554709E+01    1
    0.136203277111053467E+01    0.827803611755371094E+00    0.540795326232910156E-01    0.917178511619567871E+00   -0.534579663106319094E+04   -0.693575511231551811E+01    1
    0.176450848579406738E+01    0.845498824119567893E+00    0.214667320251464844E-01    0.292770385742187500E+00   -0.532831837609672766E+04   -0.693675511231548558E+01    1
    0.227071523666381836E+00    0.119346284866333008E+01    0.178176999092102051E+00    0.103645217418670654E+01   -0.532733780385320642E+04   -0.693775511231549125E+01    1
    0.999440550804138184E+00    0.115452117919921893E+01    0.199320614337921143E+01    0.595057010650634766E-01   -0.532402519413194386E+04   -0.693875511231549424E+01    1
    0.361668944358825684E+00    0.118366713523864764E+01    0.192687487602233887E+01    0.119387125968933105E+01   -0.530659258503414640E+04   -0.693975511231547948E+01    1
    0.901078462600708008E+00    0.837815618515014737E+00    0.912227630615234375E-01    0.273116827011108398E+00   -0.527474063487840067E+04   -0.694075511231545761E+01    1
    0.172974979877471924E+01    0.119869768619537354E+01    0.174980771541595459E+01    0.581926703453063965E+00   -0.525764552033502332E+04   -0.694175511231546682E+01    1
    0.243686079978942871E+00    0.119980394840240479E+01    0.177979457378387451E+01    0.954967856407165527E+00   -0.524585686507844366E+04   -0.694275511231551334E+01    1
