    0.894060109531514581E-02   -0.953805471913680814E+00    0.128271009107485390E+01   -0.213782409373987866E+04   -0.690775511231546968E+01    1
    0.143961751133579782E-01   -0.861449662728269838E+00    0.391697652446545197E+00   -0.204052705948335415E+04   -0.690875511231548245E+01    1
   -0.963470544270173500E-02   -0.830492970796951391E+00    0.467875668131173705E+00   -0.202502297358955821E+04   -0.690975511231547301E+01    1
   -0.638993549585957412E-02   -0.730740406512588758E+00   -0.166662955632296761E+01   -0.196321969269573560E+04   -0.691075511231547601E+01    1
   -0.687006706891797256E-02   -0.724947425864936990E+00    0.399331626372778303E+00   -0.195404063048948774E+04   -0.691175511231546658E+01    1
   -0.387581623365659735E-02   -0.701499329147426187E+00    0.117824078240578700E+01   -0.194585483741090775E+04   -0.691275511231547579E+01    1
   -0.825009393173573892E-02   -0.700377583160694095E+00    0.418494961079050709E+00   -0.194098213128704447E+04   -0.691375511231547435E+01    1
   -0.657171107937974674E-02   -0.701820550133720245E+00    0.175616060605317426E+00   -0.194011907263793228E+04   -0.691475511231548357E+01    1
   -0.124166581271000567E-01   -0.682489785905065260E+00    0.335061742818609731E+00   -0.193235481441328375E+04   -0.691575511231552209E+01    1
   -0.233492759574702174E-03   -0.685173230018812029E+00   -0.650781560084627009E-01   -0.192887343818345198E+04   -0.691675511231554463E+01    1
    0.678788791959087853E-02   -0.664074823828553984E+00    0.141028760896605698E+01   -0.192669142486539954E+04   -0.691775511231549967E+01    1
    0.130522077787010565E-01   -0.683409214507223584E+00   -0.893168313537751501E+00   -0.192477794555461469E+04   -0.691875511231549378E+01    1
    0.905462685398269714E-03   -0.650617515562661342E+00    0.152510500443662012E+01   -0.192262348733865178E+04   -0.691975511231551454E+01    1
    0.286463400309951589E-02   -0.673222391130742004E+00   -0.909597449072851227E+00   -0.192233480673497684E+04   -0.692075511231548113E+01    1
   -0.346469161643472206E-02   -0.665154794270691130E+00    0.534508816793576175E-01   -0.192010759163015678E+04   -0.692175511231547080E+01    1
   -0.666320942728364143E-02   -0.664767914534986737E+00   -0.204032472686508676E+00   -0.192006265019133457E+04   -0.692275511231549334E+01    1
    0.228957528875371264E-02   -0.666677996924530336E+00   -0.403885634411843664E+00   -0.191845763678827620E+04   -0.692375511231548746E+01    1
   -0.601264152089475267E-02   -0.658548059734611946E+00   -0.988397804310813116E-01   -0.191710919609731695E+04   -0.692475511231548957E+01    1
   -0.286286421735371284E-02   -0.648627784299429244E+00    0.488988222917170312E+00   -0.191415781599746424E+04   -0.692575511231552365E+01    1
    0.150047825958150808E-01   -0.657513628131797923E+00    0.307347640618178375E+00   -0.191358163056490002E+04   -0.692675511231553909E+01    1
    0.164701718245722118E-02   -0.650720182926359136E+00    0.391946580247324150E+00   -0.191356575563790602E+04   -0.692775511231552343E+01    1
   -0.777368876690280857E-02   -0.643076567420386325E+00   -0.809001140719857625E+00   -0.191044943384731732E+04   -0.692875511231550334E+01    1
   -0.160405988277880656E-02   -0.638723756604357429E+00   -0.788887218017381264E+00   -0.190675156029218488E+04   -0.692975511231548769E+01    1
    0.471753186998030184E-02   -0.592525078427819762E+00   -0.219346766692003348E+01   -0.190580840482998588E+04   -0.693075511231546315E+01    1
    0.197641612948236227E-02   -0.633538732128797077E+00    0.372503888518503079E+00   -0.190555449930686859E+04   -0.693175511231550789E+01    1
    0.723808991568006678E-03   -0.629464056463199584E+00   -0.941442574335614291E+00   -0.190258833775923290E+04   -0.693275511231550912E+01    1
   -0.470788410487763247E-02   -0.617006410776128944E+00    0.677861554801594490E+00   -0.190157259649808566E+04   -0.693375511231550057E+01    1
   -0.119204716788887232E-01   -0.588463973364287019E+00    0.155025617778109881E+01   -0.189845481193086994E+04   -0.693475511231554709E+01    1
   -0.262638741163955067E-03   -0.614628268696051916E+00    0.484724602850463426E-01   -0.189631650136259509E+04   -0.693575511231551811E+01    1
   -0.941761147694200260E-02   -0.589689426416259876E+00    0.888520815609076919E+00   -0.189264465819196084E+04   -0.693675511231548558E+01    1
   -0.374750734944179643E-02   -0.591646038204129865E+00   -0.141150798452113957E+01   -0.189133571934125325E+04   -0.693775511231549125E+01    1
   -0.774656283974050133E-02   -0.570098116481785766E+00   -0.184325190839149888E+01   -0.189087491614216651E+04   -0.693875511231549424E+01    1
   -0.145749166708510850E-01   -0.549232003639590793E+00    0.179143156312871565E+01   -0.188624084347930238E+04   -0.693975511231547948E+01    1
   -0.104892264833714166E-01   -0.579300682882580298E+00    0.503277447254029231E+00   -0.188613798811338120E+04   -0.694075511231545761E+01    1
   -0.143617654992548465E-02   -0.584631201217079788E+00   -0.104139954609075036E+01   -0.188482871481012830E+04   -0.694175511231546682E+01    1
   -0.620036909675615415E-02   -0.566085052626071672E+00    0.854138920977239979E+00   -0.188244389641148791E+04   -0.694275511231551334E+01    1
   -0.858233599667351105E-02   -0.546406852398377607E+00    0.149979378920343365E+01   -0.188111851999701798E+04   -0.694375511231550835E+01    1
    0.550656262008570371E-02   -0.560711987747281038E+00   -0.169838763807910742E+01   -0.188104364392257867E+04   -0.694475511231550335E+01    1
   -0.432866765971734024E-03   -0.570200952565906194E+00   -0.856718907795904983E+00   -0.187810959451878307E+04   -0.694575511231551523E+01    1
   -0.701580096563642498E-02   -0.561642710701294567E+00    0.396174764593055090E-01   -0.187642250842149406E+04   -0.694675511231552090E+01    1
    0.141658354973671768E-01   -0.562833696172203246E+00   -0.291534868035210282E+00   -0.187219815699266337E+04   -0.694775511231551945E+01    1
   -0.121962477049793825E-01   -0.528134697466436820E+00    0.917607306124165301E+00   -0.187018762046985512E+04   -0.694875511231547005E+01    1
   -0.821417392371559182E-02   -0.538463283766800527E+00    0.433031213174057295E+00   -0.186989302110467975E+04   -0.694975511231546506E+01    1
    0.112081986173143983E-01   -0.544397131154132241E+00    0.554705376503854319E+00   -0.186955229848758631E+04   -0.695075511231549914E+01    1
   -0.265709809844674521E-02   -0.418300850281713377E+00    0.370233647530671428E+01   -0.186819516691564536E+04   -0.695175511231552257E+01    1
    0.533247113288598485E-03   -0.531711849965956995E+00    0.691564718267638989E+00   -0.186757293335198801E+04   -0.695275511231550336E+01    1
   -0.579683745611031531E-02   -0.534883580907257739E+00   -0.992104874424471150E+00   -0.186690862470249067E+04   -0.695375511231547883E+01    1
    0.406610242271328130E-02   -0.533781792364303342E+00   -0.126503254646639118E+01   -0.186630913684098846E+04   -0.695475511231550136E+01    1
   -0.588790439765394819E-02   -0.388434784189359783E+00   -0.258097084628875395E+01   -0.186585647341876779E+04   -0.695575511231551680E+01    1
   -0.361454954490718610E-02   -0.536618263253353489E+00   -0.272085915778562282E+00   -0.186583639625725118E+04   -0.695675511231548427E+01    1
   -0.135413247520382082E-01   -0.471745583315724804E+00    0.221896977360996672E+01   -0.186471214084096141E+04   -0.695775511231548727E+01    1
    0.492155362075446991E-02   -0.517133626516291245E+00    0.100189865780898990E+01   -0.186430996658250274E+04   -0.695875511231550270E+01    1
   -0.729642629723564057E-02   -0.443751196481355137E+00   -0.231069073869013941E+01   -0.186363790444376923E+04   -0.695975511231551458E+01    1
   -0.327842216255899970E-02   -0.525952309989008882E+00    0.450770651124837510E-01   -0.186282615599930409E+04   -0.696075511231551580E+01    1
   -0.991754828054135576E-02   -0.457754191710388558E+00   -0.212768914578057178E+01   -0.186124513029611717E+04   -0.696175511231550104E+01    1
   -0.145614753298177191E-01   -0.509040069285842889E+00    0.268582729525188857E+00   -0.186013672544389874E+04   -0.696275511231553423E+01    1
   -0.163952236402851517E-01   -0.496281554210806386E+00    0.834560456139565310E+00   -0.185961046193068546E+04   -0.696375511231550171E+01    1
    0.983203065433842227E-02   -0.521838608897384759E+00   -0.782699766929183638E+00   -0.185859119690702641E+04   -0.696475511231547362E+01    1
   -0.949053524488091202E-02   -0.422571348312958450E+00   -0.224931999508279024E+01   -0.185574994769517843E+04   -0.696575511231551836E+01    1
   -0.626871253675099702E-02   -0.491431861395580927E+00    0.584238860437735652E+00   -0.185456205445083629E+04   -0.696675511231553202E+01    1
    0.119259637113810460E-02   -0.501967175938654031E+00   -0.822040833307467689E+00   -0.185364078799379217E+04   -0.696775511231552436E+01    1
    0.917691595281083447E-02   -0.480701205974292667E+00    0.109335765414408104E+01   -0.185297798522212702E+04   -0.696875511231550959E+01    1
    0.301151590882441046E-02   -0.498240569738553407E+00   -0.249377385711754967E+00   -0.185179600038863941E+04   -0.696975511231549394E+01    1
    0.120790997764691705E-02   -0.419903157073107935E+00    0.245308686043771740E+01   -0.185106858543143176E+04   -0.697075511231548450E+01    1
    0.450804506590876252E-03   -0.492749004921064993E+00   -0.856258155159885570E+00   -0.185094480664561070E+04   -0.697175511231548395E+01    1
   -0.503235040564654435E-04   -0.477373268718386479E+00   -0.141467360761910466E+01   -0.185023486082535578E+04   -0.697275511231548872E+01    1
    0.613693459689305075E-02   -0.459010249823077587E+00   -0.183319769747375894E+01   -0.185001890559731191E+04   -0.697375511231548995E+01    1
   -0.266047537602897254E-02   -0.480254487859895551E+00    0.285776161733671430E+00   -0.184882966866752759E+04   -0.697475511231553025E+01    1
    0.742666803886761831E-02   -0.483507953639309040E+00    0.235862169826863033E+00   -0.184817571298767984E+04   -0.697575511231552614E+01    1
    0.507824121883595353E-02   -0.484301727070988730E+00    0.408385191503936804E-01   -0.184790467626826216E+04   -0.697675511231550338E+01    1
   -0.218285774822469169E-02   -0.479926592472788960E+00   -0.835791601691029173E+00   -0.184735263351811409E+04   -0.697775511231553747E+01    1
   -0.185158457831437651E-02   -0.481584196446581736E+00   -0.606486000656098811E+00   -0.184726917023056217E+04   -0.697875511231551471E+01    1
   -0.157426842896836493E-02   -0.468326266880245312E+00    0.576321267485219835E+00   -0.184667743237191144E+04   -0.697975511231548751E+01    1
    0.567518977051325105E-02   -0.472151733218521885E+00   -0.508234490937892858E+00   -0.184313220142855198E+04   -0.698075511231549406E+01    1
    0.110112058106779879E-01   -0.471349844252400618E+00   -0.216837269550942680E+00   -0.184248115638373611E+04   -0.698175511231549972E+01    1
   -0.703114253959329343E-02   -0.452287038320769219E+00    0.506576457910312028E+00   -0.184233618255600345E+04   -0.698275511231551516E+01    1
   -0.277765244943868270E-02   -0.451052149045770012E+00    0.641513896486760826E+00   -0.184221000884437581E+04   -0.698375511231553414E+01    1
    0.496987918776626864E-02   -0.442152321117887770E+00   -0.152207374620034819E+01   -0.184035133775725217E+04   -0.698475511231553270E+01    1
    0.115615841285632228E-02   -0.453142577111150469E+00    0.226144967080619264E+00   -0.183994487085054266E+04   -0.698575511231552948E+01    1
   -0.288189747739134826E-02   -0.453935903597504353E+00   -0.253757723359152865E+00   -0.183925337083452246E+04   -0.698675511231552360E+01    1
   -0.155836340701523488E-03   -0.420558078732511109E+00    0.125796069444008873E+01   -0.183834896282766636E+04   -0.698775511231549373E+01    1
