    0.123526394367218018E+01    0.999067723751068115E+00    0.362957404774207071E+00    0.153524931089776451E+01    0.318809688091278076E+00    0.880110621452331543E+00    0.451557815074920654E+00    0.527344703674316406E+00    0.624848872423171997E+00   -0.243881241174163097E+04   -0.760090241787552312E+01    1
    0.350748062133789062E+00    0.144624292850494385E+00   -0.992073786815742764E+00   -0.323941959746268660E-01    0.791794836521148682E+00    0.835604816675186157E+00    0.850281536579132080E+00    0.832032561302185059E-01    0.959381461143493652E+00   -0.242475494691914992E+04   -0.760140241787544646E+01    1
    0.953247308731079102E+00    0.999447345733642578E+00   -0.170889034133309053E+00   -0.177403744199082247E+01    0.476197719573974609E+00    0.623669952154159546E+00    0.813825547695159912E+00    0.873584568500518799E+00    0.598779290914535522E+00   -0.239074836298699893E+04   -0.760190241787540621E+01    1
    0.194903898239135742E+01    0.998723804950714111E+00   -0.299094291354966568E+00    0.226982242122525740E+00    0.771712183952331543E+00    0.973234266042709351E+00    0.593159437179565430E+00    0.995405554771423340E+00    0.789943337440490723E+00   -0.237720143501553594E+04   -0.760240241787539794E+01    1
    0.974707365036010742E+00    0.247591137886047363E-01   -0.772309844275760049E-01   -0.797586138267710409E+00    0.653395652770996094E-01    0.893165141344070435E+00    0.196758151054382324E+00    0.665615081787109375E+00    0.619654983282089233E+00   -0.237669108098902507E+04   -0.760290241787547671E+01    1
    0.190460979938507080E+01    0.997531652450561523E+00    0.253879253798821980E+00    0.100990109726706234E+01    0.417702496051788330E+00    0.871868759393692017E+00    0.274077832698822021E+00    0.508100390434265137E+00    0.524722009897232056E+00   -0.235326400720553056E+04   -0.760340241787553950E+01    1
    0.196098566055297852E+00    0.350629091262817383E-01   -0.445498005075178949E+00    0.129669888897350738E+01    0.284635663032531738E+00    0.544716507196426392E+00    0.466395258903503418E+00    0.334028899669647217E+00    0.655503958463668823E+00   -0.234310224090528936E+04   -0.760390241787554544E+01    1
    0.184434962272644043E+01    0.277747511863708496E-01   -0.325346368063162139E+00   -0.465981426882215721E+00    0.152596116065979004E+00    0.782231867313385010E+00    0.308709979057312012E+00    0.301610648632049561E+00    0.629128366708755493E+00   -0.233063314950362428E+04   -0.760440241787551496E+01    1
    0.108844423294067383E+01    0.998218476772308350E+00    0.227855202537086216E+00    0.106364608600328059E+01    0.346022605895996094E+00    0.754712432622909546E+00    0.590423107147216797E+00    0.152514874935150146E+00    0.605731517076492310E+00   -0.232732648489599205E+04   -0.760490241787542143E+01    1
    0.180659532546997070E+00    0.279005765914916992E-01   -0.561467170387912468E-01    0.801570007011038199E+00    0.327880203723907471E+00    0.501440256834030151E+00    0.882369935512542725E+00    0.217275798320770264E+00    0.550000488758087158E+00   -0.231861626458586215E+04   -0.760540241787541049E+01    1
    0.322444438934326172E-01    0.282759666442871094E-01    0.122094686789619392E+00   -0.731202230870604764E+00    0.133168935775756836E+00    0.598512411117553711E+00    0.200072407722473145E+00    0.258935689926147461E+00    0.628723055124282837E+00   -0.231026450118573939E+04   -0.760590241787546884E+01    1
    0.169958889484405518E+01    0.998534858226776123E+00    0.949735586824423383E-01   -0.170380368951916994E+01    0.282823204994201660E+00    0.676546305418014526E+00    0.819884836673736572E+00    0.376439511775970459E+00    0.730949193239212036E+00   -0.231015708798328023E+04   -0.760640241787542148E+01    1
