    0.131659975755674497E+01    0.870516209665917785E-02    0.145436617998695561E+00   -0.127300646924189187E+01    0.630694488171689382E+00    0.748379020846111742E+00    0.962208113443033031E+00    0.335155017736800065E+00    0.698994889695307986E+00   -0.174352925452275849E+04
    0.786386433415076858E+00   -0.645987313614786347E-02   -0.243464137229988331E+00   -0.103808080844692996E+01    0.169293609471942247E+00    0.559392190530339395E+00    0.962100010608192613E+00    0.785569416841313206E+00    0.867666002214954268E+00   -0.174305370314805077E+04
    0.105280013026233155E+01   -0.136642113135929215E-01   -0.228593401442591188E+00   -0.124074529730301775E+01    0.153086532060790675E+00    0.700437820615638307E+00    0.266905885908763740E+00    0.320135537946362958E+00    0.888987351572717355E+00   -0.174130735423121064E+04
    0.145138183426837064E+01   -0.114283961907273562E-01   -0.483948561304847868E+00   -0.462188782105628027E+00    0.442428586876532304E+00    0.936848399440698421E+00    0.343931685172429003E+00    0.176874041568867907E+00    0.997378250133542421E+00   -0.174072022739584622E+04
    0.774034258931818764E+00   -0.237598001032886513E-02   -0.388863840271366917E-01    0.271479648264736417E+00    0.263951099049207147E-01    0.690983585342868745E+00    0.437135267651804382E+00    0.360432329495284864E+00    0.738220393062008373E+00   -0.174062805755682939E+04
    0.108371503466026886E+01   -0.707772693529505788E-02   -0.130327082034293329E+00   -0.676926952749083433E+00    0.835487652349980792E+00    0.916622203815253833E+00    0.154303231429834903E+00    0.533383601722294598E+00    0.867832622660733799E+00   -0.174022763523427398E+04
    0.127450504876257509E+01   -0.658435914350567232E-02    0.482065025200639555E-01    0.334917751771232786E+00    0.921653650752690123E+00    0.868701772026042263E+00    0.581401399925543627E+00    0.441508679660479741E+00    0.611376715307596852E+00   -0.174022343327721842E+04
    0.260204971636981908E+01   -0.879616425554894700E-02   -0.742380402287175500E-01   -0.907671346302439064E+00    0.588140066108597481E+00    0.564763881152378411E+00    0.841774246957577299E+00    0.352226690215679872E+00    0.749073300316243973E+00   -0.174000439620452198E+04
    0.240866693563229373E+00    0.357827827548200554E-02    0.241982961191873264E+00    0.353111220565294814E+00    0.294690990965260802E+00    0.791788326426659417E+00    0.513579360481848046E+00    0.438507274661023350E+00    0.687782057042712669E+00   -0.173997265718352560E+04
    0.411957746423426863E+00    0.969003140429970829E-02   -0.102590584591264355E+00    0.563295724244391727E-01    0.727617396140806783E+00    0.741933844315925350E+00    0.330312220711579507E+00    0.505634492479332898E+00    0.683440890204209728E+00   -0.173986462872211223E+04
    0.118658844611267966E+01   -0.400717683724223419E-02    0.254283161387107048E+00   -0.419583800100698623E+00    0.495687173237272349E+00    0.666280866631644209E+00    0.850761382886497719E+00    0.429507941131102355E+00    0.606552477064077333E+00   -0.173971572960930325E+04
    0.636243946755112644E+00   -0.927418344968182831E-02   -0.145164092697758512E+00   -0.112970719264986683E+00    0.610576918142715863E+00    0.566426009826635046E+00    0.300019176214391281E+00    0.501535446495906423E+00    0.674707152936818266E+00   -0.173969655838825429E+04
    0.962250611616648266E+00   -0.423358658175679563E-02   -0.154934325134829715E+00   -0.723473508834863055E+00    0.482798158910707209E+00    0.558743817201460158E+00    0.513612037904042973E+00    0.343268620179214889E+00    0.836059924214831440E+00   -0.173952097447746564E+04
    0.137614696058539243E+01    0.502131539047278707E-02   -0.260127027065006206E-01    0.163610130996367675E+00    0.694164014550113673E+00    0.829696399351263603E+00    0.265842461245427653E+00    0.410953399453043267E+00    0.762949447020641158E+00   -0.173941117928887797E+04
    0.257755307745513251E+00   -0.193451958653219217E-02    0.317162080297502707E-03    0.130794947565479769E+00    0.979307958552780522E+00    0.979290519907222712E+00    0.789240639314627734E+00    0.458113136431324730E+00    0.711419380083527786E+00   -0.173930184411746609E+04
    0.158940477705485983E+01   -0.491715650173338292E-02   -0.772264389471247897E-01   -0.738484279268565524E+00    0.368427453725730797E-01    0.511775789465530817E+00    0.863729049802296367E+00    0.578329316029359219E+00    0.814824961078583598E+00   -0.173914044015071431E+04
    0.186858087998855238E+01    0.166526498090684621E-03   -0.323315203611301061E+00   -0.159706037121287808E+00    0.789663309692685611E+00    0.677423032029066619E+00    0.294086364018555757E+00    0.726902281600465994E+00    0.894919267553658360E+00   -0.173905461489810068E+04
    0.195341226435839488E+01   -0.855141666763169217E-02   -0.167348861962191453E+00   -0.191493194358024338E+00    0.219190232693859233E+00    0.594204943716601930E+00    0.784276126081943192E+00    0.431539070638517430E+00    0.718580415632100733E+00   -0.173905346619530314E+04
    0.160862090923154666E+01   -0.393072909223986851E-02   -0.325941298394245293E+00   -0.119738945905001379E+00    0.517134579569910269E+00    0.885753093155733584E+00    0.227389803932182638E+00    0.141248086209542684E+00    0.930137007902394841E+00   -0.173900089810185432E+04
    0.123153293190188107E+01    0.301798361023268265E-02    0.465009299739076315E-01   -0.367050535349907781E+00    0.834881630444360368E+00    0.803919205739777709E+00    0.455779464485106672E-01    0.550392603336853026E+00    0.667709222079706954E+00   -0.173896325325057364E+04
    0.968534773545100314E+00    0.658217260309282728E-05   -0.283172497138287627E+00    0.366483962132831353E+00    0.648454848046900234E+00    0.858913768897539676E+00    0.404955404884130177E+00    0.895318786752385409E+00    0.959870719104251702E+00   -0.173888097029564278E+04
    0.114733218828701355E+01    0.393805434041737384E-02   -0.979869825852943549E-01   -0.317118709261739851E+00    0.276927656318287196E+00    0.987608286125405188E+00    0.685041106831992819E+00    0.347389900903551929E+00    0.763171938498598879E+00   -0.173874781369810830E+04
    0.228848596183760966E+01   -0.209912656748264571E-02   -0.148710480033047154E+00   -0.459310535569781409E+00    0.756727076582784486E+00    0.513890517457406437E+00    0.569595423360414022E+00    0.643112462870219392E+00    0.774376760533801556E+00   -0.173868826445672676E+04
    0.118940678903733033E+01    0.587630634499457499E-02    0.106908810272590901E+00   -0.220672460288957062E+01    0.149727342608877351E+00    0.730430367920461343E+00    0.189337257475476473E+00    0.427664129938891913E+00    0.748220001767281095E+00   -0.173853147968390999E+04
    0.202957527906350244E+01    0.114753838750788714E-02   -0.107052850456787099E+00   -0.965271611753668046E+00    0.513236784557079551E+00    0.630590810397088752E+00    0.402242162181717600E+00    0.252945488175862765E+00    0.796768695414029837E+00   -0.173852802035868831E+04
    0.190736087419746125E+01    0.422589755135908572E-03   -0.190643232974805038E+00   -0.266279676666715703E+00    0.545167993322166256E+00    0.521886303999170909E+00    0.771862533792073924E+00    0.328912954484892606E+00    0.796519341617010435E+00   -0.173850771148367062E+04
    0.168123761866432053E+01   -0.615896836822343342E-02   -0.148148959925722717E+00   -0.948065604176412724E+00    0.624817556853707545E+00    0.591596091718387118E+00    0.249914826941671137E+00    0.282346553253387755E+00    0.714246820647402858E+00   -0.173844305101526970E+04
    0.125723669276253647E+01   -0.753857870491720337E-02   -0.196961133221658063E+00   -0.103256129583426093E+01    0.355489544636801769E+00    0.877645482837415170E+00    0.298514729434709136E+00    0.512341242511519579E+00    0.842883654501567436E+00   -0.173843517203935994E+04
    0.183425369434637098E+01   -0.138143760463907261E-01   -0.129142980423961579E+00   -0.370510086198234778E+00    0.191213450548521513E+00    0.734867196913480458E+00    0.829462164168072169E+00    0.432705645887076162E+00    0.736042831560133171E+00   -0.173836777180378203E+04
    0.387425734879668582E+00   -0.513336198470970909E-02   -0.219956326301472466E+00   -0.965148395772586043E+00    0.192609225393972849E+00    0.905078559636566693E+00    0.346561045384488897E+00    0.716433960183114227E+00    0.861424055203463102E+00   -0.173832332148645992E+04
    0.147103931231368112E+01   -0.312708383501598616E-03    0.182987771870439075E+00    0.262331554589258997E+00    0.758560848495099527E+00    0.613743417187855300E+00    0.311836180400224205E+00    0.449130219256338892E+00    0.694894924918799117E+00   -0.173830911288462289E+04
    0.138722389441894345E+01    0.885976331405245558E-02   -0.157178779421750736E+00   -0.199261972799972487E+00    0.361969497452664768E+00    0.905231901403759975E+00    0.688298959206241845E+00    0.438993342242983364E+00    0.697353593995909682E+00   -0.173818153217877671E+04
    0.142196371464679761E+01   -0.259769076293029982E-02    0.115696496190913087E+00   -0.501678484627455124E+00    0.505142812548320053E+00    0.646826462913098976E+00    0.459094695593886881E+00    0.371354643736004186E+00    0.568769392974340371E+00   -0.173817868723410129E+04
    0.131168368982206696E+01   -0.614747926179817078E-02    0.111051398373837578E-01   -0.135506683830601626E+01    0.864513063370047186E+00    0.906278869701283574E+00    0.852367205267323125E+00    0.545192025606728969E+00    0.755125862086067690E+00   -0.173815761413452992E+04
    0.111856409984986227E+01    0.147129576637810705E-01   -0.203285044795210867E-01   -0.195052081321277138E+01    0.822717947662769067E+00    0.597591327734259048E+00    0.641089930400348895E+00    0.386477389836054341E+00    0.760709490961438251E+00   -0.173815608372727888E+04
    0.595855086223281649E+00    0.493085556314009233E-02    0.659977117430741392E-02   -0.834728439030845815E+00    0.848304946772176716E+00    0.751523334601225224E+00    0.918731267722238121E-01    0.654305285343728560E+00    0.753573242093762419E+00   -0.173812386456101603E+04
    0.952438179138593188E+00    0.938350547152063362E-02   -0.106060955647429248E+00   -0.929756412155443468E+00    0.516523644344565547E+00    0.753594338573262856E+00    0.106277515378790266E+00    0.525380329359740883E+00    0.830408936336995862E+00   -0.173810037290636706E+04
    0.140451058428414682E+00    0.752500439822178895E-02    0.172442052950054936E+00    0.211799933600480605E+00    0.808212358446603440E+00    0.890999131957830315E+00    0.130121259593958122E+00    0.474513506673785890E+00    0.701026496019330647E+00   -0.173808285759015916E+04
    0.130605269867169671E+01   -0.115237792213539296E-01   -0.150266818425261999E-01   -0.866002740594876030E+00    0.718370897670527642E+00    0.820498926850691701E+00    0.665584815902487636E+00    0.274797920385551897E+00    0.774338626926666773E+00   -0.173802830872363961E+04
    0.723435499387344305E+00   -0.725582425608632979E-03    0.259395272476163674E+00   -0.376542627695981902E+00    0.632753617413571029E-01    0.961897115726943808E+00    0.440187367290684528E+00    0.509212030428424445E+00    0.618574812536401009E+00   -0.173802723186776848E+04
    0.129122757364839491E+01   -0.780024409750212401E-02   -0.186365989246841196E+00    0.118055437218130291E+00    0.718544594705045170E+00    0.902613323702279313E+00    0.602584458753672614E+00    0.683215618307737027E+00    0.904857832373373472E+00   -0.173802692396610860E+04
    0.125939953727185916E+01   -0.104783984069891818E-01   -0.191134899454567991E+00   -0.111703528467940449E+01    0.215332580878134755E+00    0.764606811599966463E+00    0.610562184561223686E+00    0.626599923898016997E+00    0.773084122350547798E+00   -0.173800178389315306E+04
    0.111755490303039551E+01    0.147475274333208855E-02   -0.308664086527687641E-01   -0.251208928036528523E+01    0.623187184333801270E+00    0.854127079248428345E+00    0.364885687828063965E+00    0.529375255107879639E+00    0.603164762258529663E+00   -0.173799426309003525E+04
    0.125960877253018566E+01   -0.438313882444093823E-02    0.459342628032496925E-01   -0.165814194463328957E+00    0.736831818436254449E+00    0.747097234636864282E+00    0.385644290261779321E+00    0.602530613628993295E+00    0.795286771270027115E+00   -0.173790631264165222E+04
