    0.891578700114728333E-02    0.182059142949563295E-02   -0.550753236452393380E+00   -0.176400259880328031E+04
    0.818239954661853855E-02    0.219161040343032881E-01   -0.359649771488144143E+00   -0.176279380230966785E+04
   -0.237304978350159944E-02    0.233621409390386038E-01   -0.300900252626497944E+00   -0.176276468082282463E+04
    0.134371246292527263E-01    0.853583411013300736E-01    0.408386982348276917E+00   -0.176263312936959551E+04
   -0.565463763423198953E-02    0.402247833482341360E-01   -0.888532788448981314E+00   -0.176261198142100147E+04
    0.780926215536720605E-02    0.423716588030544350E-01    0.313799560526321492E-01   -0.176256794563865401E+04
   -0.984690856226202657E-02    0.308196819345250769E-01   -0.265619545146687175E+00   -0.176252468857547387E+04
   -0.722151234952550167E-02    0.187112061911330618E+00    0.932298472583040105E+00   -0.176245388194769180E+04
   -0.543656100332391961E-02    0.108514860770083460E+00    0.609094944519987802E+00   -0.176223516130111648E+04
   -0.113096724177336118E-02    0.142239550554392524E+00   -0.138604755243180988E+01   -0.176187859500281365E+04
    0.160712923994590332E-02    0.450338015843450623E+00   -0.989884148743533920E-01   -0.176183277593985599E+04
    0.177825057348183374E-02    0.453212322950978033E-01   -0.218061730097019651E+00   -0.176161076206726420E+04
    0.681732390495446740E-02    0.121151690763293768E+00    0.502840535874487959E+00   -0.176157768263317757E+04
    0.152744523893511321E-01    0.558795785535067258E-01   -0.161687295370298634E+00   -0.176156564449025268E+04
    0.692506054734868658E-02    0.164571984638026636E+00    0.644382910289948097E+00   -0.176144439445609669E+04
   -0.937224533460450358E-03    0.506562448807871338E-01   -0.166699623946878872E+00   -0.176142357959300489E+04
   -0.228866083681808187E-03    0.452850779213218924E+00   -0.624078966522000456E+00   -0.176139846146198192E+04
    0.101475199865547240E-01    0.416012770739250415E+00   -0.888125118398047197E+00   -0.176122196252229014E+04
    0.837355151535019819E-02    0.525630149056193971E-01   -0.683865786411077314E+00   -0.176119590632050949E+04
   -0.580612723425004244E-02    0.781380588566953777E-01    0.172601099295461857E+00   -0.176115841579834364E+04
   -0.912485479784002490E-02    0.589869616150336673E-01   -0.137869058610211287E+00   -0.176113478280232721E+04
   -0.798449714797098802E-02    0.148463783337324462E+00    0.638096054519447287E+00   -0.176113367635033251E+04
    0.867035633536996503E-02    0.628997536538567353E-01   -0.102657167005425404E+00   -0.176113156766750899E+04
    0.713087143703879968E-02    0.646088610794787466E-01   -0.603497060495577844E-01   -0.176112947617934333E+04
   -0.587062206809474581E-02    0.213005179463243155E+00    0.786660588057999210E+00   -0.176111497182619519E+04
    0.884550531656917022E-02    0.389976888754884510E+00    0.182904722533997172E+00   -0.176109966591470902E+04
   -0.132921684696518209E-01    0.824087728455924207E-01    0.183413954691478143E+00   -0.176108246179945149E+04
   -0.619277260692569897E-02    0.456028439284385578E+00   -0.477329190715741758E+00   -0.176106026236230127E+04
   -0.655406022856575184E-02    0.455325141307097170E+00   -0.379693950555255066E+00   -0.176101901480123388E+04
    0.386428660357389776E-03    0.388634585982317760E+00    0.336552843095922927E+00   -0.176101670538394364E+04
   -0.523571598821399929E-03    0.411088222757935773E+00    0.162209990490512129E+00   -0.176091959986076131E+04
    0.427504598113802455E-03    0.792923073848784410E-01   -0.978245305411919674E+00   -0.176089849741214039E+04
   -0.109040381628065994E-01    0.604268689571122938E-01   -0.577684834073860953E+00   -0.176088061670655770E+04
   -0.185122698570386914E-01    0.171907481576197535E+00   -0.127967508203398395E+01   -0.176082208788762068E+04
