    0.146664260247954086E-01    0.256047261266195481E+00    0.850842452266708738E+00   -0.176309201757979690E+04
   -0.304411139070979563E-02    0.464138275209992068E+00   -0.116982353821270868E+01   -0.176299564968791037E+04
    0.452933124490609990E-02    0.902263211465738069E-01    0.565053553089829408E+00   -0.176294471012699273E+04
    0.240681485429536900E-02    0.735621179973274669E-01    0.427764252556156965E+00   -0.176274799972511119E+04
    0.118949885264568421E-01    0.247769682530317517E-01   -0.595904698169833602E+00   -0.176265333011755092E+04
   -0.333497723289530052E-02    0.443730140692005712E-01    0.956687887878275023E-01   -0.176255362295417126E+04
   -0.288145239592844167E-03    0.321905727670344297E-01   -0.193284007509135658E+00   -0.176239596559620395E+04
    0.439748487300660202E-02    0.563755784191452836E-01   -0.226503623393673958E+01   -0.176203696129297623E+04
    0.964838194007562426E-02    0.377348262690093139E-01   -0.300123403948984457E+00   -0.176200361342947826E+04
    0.102670889251249512E-01    0.422854861920032354E+00   -0.212024939608971552E+01   -0.176199214223095692E+04
    0.298263992225607276E-02    0.583846127300971796E-01   -0.109907455175514879E+01   -0.176195177918054060E+04
   -0.120365815738563350E-01    0.699077674647605729E-01   -0.105089887009743710E+01   -0.176187680566349354E+04
    0.411962141959981015E-02    0.451520389395343516E-01   -0.815220318742844841E+00   -0.176187180812229190E+04
    0.270770064661628434E-02    0.789293770726034183E-01    0.270665242258070926E+00   -0.176168944988463272E+04
    0.131417312232249379E-02    0.226641655574638556E+00    0.803727159037794903E+00   -0.176154246554006158E+04
    0.856192208679390845E-02    0.704989521862396523E-01   -0.117552686210204294E+01   -0.176136802315855107E+04
    0.414976063765717506E-02    0.244840092803306097E+00    0.740889798366851093E+00   -0.176126624003630786E+04
   -0.869018917588573227E-02    0.340951658729545803E+00    0.700420734369570086E+00   -0.176126411419129818E+04
   -0.274134378625465408E-02    0.521369217729754225E-01   -0.265151790239105067E+00   -0.176117663087260803E+04
   -0.660837869274219156E-02    0.231398763075235214E+00    0.797436648190503528E+00   -0.176105456818692028E+04
   -0.135037910878297055E-02    0.661574192172707659E-01   -0.848390313261763507E+00   -0.176097949759743369E+04
   -0.453520459749028222E-02    0.375944576603706837E+00    0.469056806962820261E+00   -0.176097416205272498E+04
    0.137391963780803261E-01    0.215178237176869541E+00    0.571902283533808564E+00   -0.176094300849828460E+04
    0.131575451929997547E-01    0.825456376220096710E-01   -0.162742354102996578E+01   -0.176092668339499505E+04
    0.583710486654239087E-02    0.419381940708263845E+00   -0.939754967795081581E-01   -0.176089655204246446E+04
   -0.132700414173805743E-01    0.337517914147578257E+00    0.685868455821448064E+00   -0.176087353684855907E+04
   -0.121324177373804461E-01    0.224236471586276520E+00    0.788545102025511202E+00   -0.176084107169163622E+04
   -0.810854328961344538E-02    0.425889696770304416E+00    0.130034851016452929E+00   -0.176083387511434148E+04
