    0.919730842113494873E+00   -0.284587014165747949E-01   -0.257328199047589190E+00   -0.116586105644390628E+03
    0.684531927108764648E-01    0.142388977187447696E+00    0.151772730926175314E+01   -0.114954054660718697E+03
    0.764640927314758301E+00   -0.161782652815972566E+00    0.154967234945164734E+00   -0.114781091497536437E+03
    0.229857563972473145E+00    0.757000018224306293E+00   -0.172541875904896891E+01   -0.114652101377284438E+03
    0.859818220138549805E+00   -0.572917186804285661E-01   -0.265009753445329226E-01   -0.114649911905127865E+03
    0.613061964511871338E+00   -0.170336638324086964E+00    0.215967190549194044E+01   -0.114395333443091218E+03
    0.313771963119506836E+00   -0.113929284890685975E+00   -0.106088338734308429E+01   -0.114375354648768280E+03
    0.283652722835540771E+00   -0.923354025316689003E-01    0.241322692274797308E-01   -0.114094731190345101E+03
    0.153304994106292725E+00    0.860844073405690746E-02    0.520028038171758022E+00   -0.113956390511970895E+03
    0.565022706985473633E+00   -0.152672091760557627E+00    0.142877463111835223E+01   -0.113911833768216724E+03
    0.307154715061187744E+00   -0.915701354841001042E-01    0.156302987337023147E+01   -0.113735521370924801E+03
    0.248869121074676514E+00    0.703258952881751331E+00    0.555049040579019159E+00   -0.113545725452736917E+03
    0.703244686126708984E+00    0.407511094648078609E+00    0.760560999190228348E+00   -0.113495174416474455E+03
    0.804595530033111572E+00    0.234902427576703154E+00   -0.124998892858810207E+01   -0.113477170127571625E+03
    0.668084561824798584E+00   -0.129753231154737692E+00    0.343446840699601241E+00   -0.113446092768781043E+03
    0.651528239250183105E-01    0.243443260481417845E+00    0.152420408492941739E+01   -0.113437365058794768E+03
    0.416099089816170220E+00   -0.111655734202685111E+00   -0.113147379217209609E+01   -0.113295870880849392E+03
    0.763492226600646973E+00    0.307414447695866011E+00    0.113330366347119371E+01   -0.113294654108099337E+03
    0.275827527046203613E+00   -0.620527879487430753E-01   -0.170095356575764445E+01   -0.113274417880429723E+03
    0.749381363391876221E+00   -0.881150445242642050E-01   -0.413193219569175429E+00   -0.113201813318246607E+03
    0.757266759872436523E+00    0.311173263107144660E+00   -0.972053264640362902E+00   -0.113201567005281305E+03
    0.748184892973507432E+00    0.324007232407758528E+00    0.320270652094956032E+00   -0.113169250594941772E+03
    0.185235261917114258E+00    0.695086061865238469E+00   -0.653688796293288785E-02   -0.113072492432246989E+03
    0.359954476356506348E+00   -0.872640075063469411E-01   -0.709796194650514467E+00   -0.113023841902655931E+03
    0.715478658676147461E+00   -0.948787944217433510E-01   -0.253761735039913616E+00   -0.113010527636403467E+03
    0.287656549113048610E+00   -0.575354815635875858E-01   -0.838665776534234908E+00   -0.112975819668920209E+03
    0.807717869228963492E+00    0.155280429131066360E-01    0.995171383359102268E+00   -0.112970913801535858E+03
    0.805833756923675537E+00    0.189104147160018624E-01   -0.729476179477750869E-01   -0.112916804866303707E+03
    0.806899726390838623E+00    0.242273684034246053E-01   -0.783224930248147960E-01   -0.112912487581501949E+03
    0.450592577457427979E+00   -0.104713776542381662E+00   -0.104864442215243470E+01   -0.112901011775317812E+03
    0.802909493446350098E+00    0.144179749141188536E-01    0.148068075847640412E+01   -0.112883879511031964E+03
    0.242623984813690186E+00   -0.283267384279558554E-01    0.196065429610548930E+00   -0.112845902842096365E+03
    0.160838544368743896E+00    0.420398459709517211E-01   -0.602859187534194096E+00   -0.112844556237003403E+03
    0.513152599334716797E+00   -0.108362470068453343E+00   -0.136122007510749921E+01   -0.112786749877248411E+03
    0.804333806037902832E+00    0.114088080810262019E+00   -0.648154292493153150E+00   -0.112749495907570008E+03
