    0.385559558868408203E+00   -0.320492595424992817E-02   -0.193542984068539661E-01   -0.421995066297206511E+00   -0.175882611361765225E+04
    0.141546833515167236E+01    0.509486617582045279E-02   -0.333139774649046788E-01    0.352862693030409513E+00   -0.175700051771301173E+04
    0.105026853084564209E+01   -0.126841518572371663E-03    0.166431206673350846E+00    0.786174501289526484E+00   -0.175689450032492186E+04
    0.154590177536010742E+01   -0.435340479253788423E-02    0.268806065445661768E+00    0.117783074305029073E+00   -0.175630247816083374E+04
    0.166139411926269531E+01    0.232496678777544853E-02   -0.113943295310124995E+00   -0.379006115138063926E+00   -0.175614300503322625E+04
    0.566173310888795633E+00    0.506135835286553298E-02    0.226196787276867928E+00    0.483249088814336258E+00   -0.175607187854155541E+04
    0.631489753723144531E-01   -0.946805276732402400E-03    0.295862266345991831E+00   -0.304695770318986814E+00   -0.175604145541087860E+04
    0.668630719184875488E+00    0.481327908047466009E-02    0.122294456461385245E+00    0.521729273088069045E+00   -0.175587502352416368E+04
    0.573455572128295898E+00    0.239924717532801840E-03    0.195906874968045826E-01   -0.596775639851371276E-02   -0.175580126578112709E+04
    0.172466003894805908E+01   -0.764582005439772179E-02   -0.360328908991299282E-01    0.321809697862050548E+00   -0.175571698013034711E+04
    0.108495652675628662E+01    0.106268508391065756E-02    0.277232247390354514E+00    0.259752106317702069E+00   -0.175565036340547545E+04
    0.184292268753051758E+01   -0.666556498503014915E-02   -0.138712820255832064E+00   -0.776354905660508132E+00   -0.175563677538852471E+04
    0.397293157586168177E+00   -0.368500209201329688E-02    0.369323573737034144E-01   -0.602737490124258701E+00   -0.175558562888679921E+04
    0.123410381904405231E+01   -0.415075639446376658E-02    0.247504523236910856E+00    0.412783831680778701E+00   -0.175554714912635200E+04
    0.162667989730834961E+00    0.204331899612016131E-02    0.155614291572369945E+00   -0.226343589333919459E+00   -0.175541188378820971E+04
    0.175711619853973389E+01    0.403633127766419089E-02    0.241460620077531635E+00   -0.584675141428307121E+00   -0.175538915240083475E+04
    0.827610611915588379E+00    0.762889555787335614E-02    0.285359310408699662E+00    0.116145957781117123E+00   -0.175536798978040065E+04
    0.377827644348144531E+00    0.245325908667626703E-02    0.188766817526149627E+00    0.310309197936455505E+00   -0.175536765411150441E+04
    0.633923609078822947E+00   -0.433284492255003179E-02   -0.384866773011864789E-02   -0.220274354580710596E+00   -0.175529086449295801E+04
    0.114021539688110352E+01    0.563911651416733675E-02    0.167630042887289304E+00    0.434002273812586048E+00   -0.175515647016274875E+04
    0.194959766093111764E+01    0.480131121861283351E-02    0.609369647616806332E-02   -0.134748089251957026E+00   -0.175500937460220348E+04
    0.145543886826892543E+01    0.464736018394013885E-02   -0.987124836935470429E-01   -0.971333314996860486E+00   -0.175494382681186767E+04
    0.895427465438842773E+00    0.663171873866539620E-02    0.441636056843960415E-01    0.267395923863944951E+00   -0.175494139318449152E+04
    0.828160449891455430E+00   -0.663906998310702812E-02    0.104329919421635567E+00    0.603559026067864268E+00   -0.175493801156792324E+04
    0.235961931466618313E+00    0.251233735148383413E-02    0.121525900906309631E+00   -0.550265666026055311E+00   -0.175490751293011317E+04
    0.181493903882967444E+01    0.130647888665994037E-02   -0.967485244086200707E-01   -0.539895435156546921E+00   -0.175482909341951745E+04
    0.120031210963244345E+00   -0.702542953305689520E-02    0.223589106759126077E+00   -0.666881951961950104E+00   -0.175481080928936808E+04
    0.194192063808441162E+01    0.160212827525608504E-02   -0.372946872171696503E-01   -0.192839314923407057E+00   -0.175480699075472148E+04
    0.189498186111450195E+00   -0.420542902941181251E-02    0.293611961861095672E+00   -0.681878972156655827E+00   -0.175470045237646423E+04
    0.192560696125086728E+01    0.388399798234144358E-02   -0.294113058087240101E-01   -0.255473057590250074E+00   -0.175460396773395814E+04
    0.495044231414794922E+00    0.166819376886284177E-02    0.186470921784615717E+00    0.305956887561814384E+00   -0.175459230424724183E+04
    0.761095168496854213E+00   -0.727525247190949093E-02   -0.253977610542628351E-01   -0.867205806679003599E+00   -0.175457488411629242E+04
    0.895042691610012375E+00    0.243714559770452990E-02    0.207791207426840846E+00    0.396906968368254676E+00   -0.175455541669306581E+04
    0.653042316436767578E+00    0.629802240735235011E-02    0.155489719020924538E+00    0.323616797942465340E+00   -0.175455192962094861E+04
    0.103656858864714385E+01    0.244087394825466932E-02   -0.285381883473390247E-01   -0.767368308515745390E-01   -0.175454931744183932E+04
    0.225122120186059232E+00   -0.273616769186705092E-02    0.213054680456881917E+00   -0.361195958676723897E-01   -0.175454723571505201E+04
    0.374304175376892090E+00    0.733686361553202455E-02    0.878014295352034652E-01   -0.450754706658287929E+00   -0.175453423219705383E+04
    0.295992255210876465E+00   -0.246919508740813410E-02    0.160985434893619273E+00    0.355053412020801262E-01   -0.175453023864116949E+04
    0.115420198440551758E+01   -0.798399575768607254E-02   -0.835372423891139471E-01   -0.934362798924927240E+00   -0.175452873094166080E+04
    0.981267213821411133E+00   -0.271580333899643610E-02    0.162559249546770396E+00    0.549946377081065529E+00   -0.175452373238514133E+04
    0.125203037261962891E+01    0.610304157945806662E-02   -0.561646401906060674E-01   -0.287305056116067326E+00   -0.175452060617980464E+04
    0.402263283729553223E+00    0.627688416664034209E-02    0.298925772877799645E+00   -0.890272426024994012E+00   -0.175444451840899501E+04
    0.176145517826080322E+01   -0.681780036872426873E-02    0.906636421278355642E-01    0.307508705029729712E+00   -0.175442781613356806E+04
    0.786041148210770535E+00    0.272297635995964434E-02   -0.207417964500580358E-01   -0.714835190520766606E+00   -0.175434321672415513E+04
    0.535709129747473978E+00   -0.624019765502307599E-02    0.302631587819937667E-01   -0.810546408225049420E+00   -0.175434275349607401E+04
    0.155312800407409668E+01    0.763022511386530003E-02    0.239839821787468044E+00   -0.574829381715298737E+00   -0.175433203571260424E+04
    0.113370740634655842E+01    0.183937164514920491E-02    0.695720329944657292E-02    0.186364002288513797E+00   -0.175428427615046257E+04
    0.936707504356260490E+00   -0.433410252469902053E-04    0.293156249376316444E-01    0.234304827093715917E+00   -0.175427502799516765E+04
    0.888418181191930945E+00    0.688550446431172077E-02   -0.914530220467456127E-02   -0.233119103143593631E+00   -0.175425941166838743E+04
    0.651379656200361423E+00    0.331228265947663622E-02    0.180430188919058626E-01   -0.341250586419926449E+00   -0.175423020938086256E+04
    0.779313683509826660E+00    0.487033013462310474E-04    0.709991269032566041E-01    0.292135545652027873E+00   -0.175422181706973652E+04
    0.318300734362552906E+00   -0.284821083450988242E-03    0.259140064375311563E+00   -0.601159631781778420E-01   -0.175418154672209766E+04
    0.120446695842995322E+01    0.194211669771905053E-02   -0.453365651904905249E-02    0.126242627482962666E+00   -0.175416973552041145E+04
    0.706176038666486261E+00   -0.398581408152616642E-03    0.107353673378248068E+00    0.342302076517692178E+00   -0.175415503288356513E+04
    0.199523101784572088E+01    0.466915759490922882E-02    0.920087171091721889E-01   -0.404192714561895095E+00   -0.175415270198324242E+04
    0.192211399773533631E+00   -0.218126634848021328E-02    0.224466520566140360E+00   -0.402950900528635803E+00   -0.175408107083527875E+04
    0.199029505252838135E+01    0.241609400020992857E-02   -0.202327316570473439E-01   -0.363416554737053754E+00   -0.175406748753548391E+04
    0.118372654914855957E+01    0.439561718896764285E-02   -0.655013679069519628E-01   -0.789483608099906253E+00   -0.175404539426407905E+04
    0.206327536252223415E+00   -0.611685860899095595E-02    0.236829110974552226E+00   -0.751156525521457397E+00   -0.175402492400791789E+04
    0.678511742364714676E+00    0.334473789884869727E-02    0.150827837741707049E+00    0.303143941711497111E+00   -0.175401368601144713E+04
    0.114509462975960696E+01   -0.115773734676998994E-02    0.110410467410440027E+00    0.452242821581901377E+00   -0.175401102139798945E+04
    0.140850961208343506E+01    0.583994166321454185E-02   -0.769618330638904141E-01   -0.896291031787662229E+00   -0.175400684980642973E+04
    0.168345379829406738E+01   -0.723575424588286751E-02    0.277604548271552842E+00   -0.766562396919058919E+00   -0.175399432122415851E+04
    0.172781902858741621E+01    0.326563919274729152E-02    0.178159123558911059E+00   -0.255395525078665864E+00   -0.175398569220028207E+04
    0.996980428695678711E+00   -0.367440707628114696E-02    0.188535811210244569E+00    0.457187233124967007E+00   -0.175396480242864618E+04
    0.168225813758964438E+01    0.456081178241966347E-02   -0.573647448128527249E-01   -0.383169703479008361E+00   -0.175395313361709850E+04
    0.228801541798022534E+00   -0.836845255386213928E-03    0.241753070411054177E+00   -0.343289757392310935E+00   -0.175394163711986198E+04
    0.113520193099975586E+01   -0.333104817425449937E-02    0.288361606475480037E+00   -0.260741470336761198E-01   -0.175393512854261076E+04
    0.166936707496643066E+01    0.251305250890352999E-02    0.212485613845998039E+00   -0.368881838162117615E+00   -0.175393236367242071E+04
    0.191919984216711415E+01   -0.656958781254594979E-02    0.174916196993493811E+00   -0.225307946775644447E+00   -0.175388781370544757E+04
    0.134454107284545898E+01   -0.775630663536125853E-02   -0.819298784171723221E-01   -0.386245557622797497E+00   -0.175385532879359630E+04
    0.289162620166287687E+00    0.637177957492524993E-02    0.171516269669014926E+00   -0.713470383645087081E+00   -0.175383317306773165E+04
    0.318233042899746132E+00   -0.586043653573368930E-02    0.166600487967503180E+00   -0.985055016727350186E+00   -0.175382203936877363E+04
    0.678529278270878611E+00   -0.651032584674122745E-02    0.147826272974861880E-01   -0.961085974212384397E+00   -0.175377823561104628E+04
    0.759279109800761409E+00    0.142241206105768849E-02    0.273522485390217562E+00    0.576378130736848598E-01   -0.175376975422565852E+04
    0.126457285881042480E+01    0.173475917984094031E-02    0.236235456079197104E+00    0.149942210871273907E-01   -0.175374547317434349E+04
    0.162606167793273926E+01   -0.157982639132539320E-02   -0.779927939072150717E-01   -0.422842594398359528E+00   -0.175373870107047946E+04
    0.830049753189086914E+00    0.694061360841666253E-02    0.274355703430360698E+00   -0.134915681772242890E+00   -0.175371471212498886E+04
    0.155722773075103760E+01    0.419724654428326252E-02   -0.378709125678909977E-01   -0.220211118724317950E+00   -0.175370115413127837E+04
    0.104145121574401855E+01    0.743950829866116270E-02    0.193972039989115080E+00    0.151484278209262357E+00   -0.175368742195615823E+04
    0.262862255105885900E+00   -0.312838258865106482E-02    0.250440144514056218E+00   -0.762727377331009260E+00   -0.175368727062622725E+04
    0.597040423269239340E+00    0.506824535299841509E-02    0.600753244550525506E-01   -0.217052535592389795E+00   -0.175366633730888407E+04
    0.448915031968284250E+00   -0.570270808227012552E-02    0.242153924198643261E+00    0.147275612881797802E+00   -0.175366338769434765E+04
    0.161029100541007297E+01   -0.451395261826922391E-03   -0.709479161705552364E-01   -0.394995254267218709E+00   -0.175365832746020897E+04
