    0.558909177780151367E-01   -0.787146598136270748E-02   -0.297500521340496649E+00   -0.892459423202339841E+00   -0.180138725398921042E+04   -0.690775511231546968E+01    1
    0.315203666687011719E-01    0.938195000937803720E-03   -0.298950607313379579E+00   -0.331523992992678762E+00   -0.180076449769485089E+04   -0.690875511231548245E+01    1
    0.958371162414550781E-01    0.181950899768675164E-02   -0.283127275475356432E+00    0.501730031898660611E+00   -0.179905763082485964E+04   -0.690975511231547301E+01    1
    0.126622438430786133E+00    0.587055127059675236E-02   -0.295746537883236627E+00   -0.113582816466323622E+00   -0.179739047498476339E+04   -0.691075511231547601E+01    1
    0.400353908538818359E+00    0.847848705956708785E-03   -0.297943239023520656E+00    0.931611692680652914E+00   -0.179717363409791642E+04   -0.691175511231546658E+01    1
    0.573341846466064453E-01    0.231856811064285677E-03   -0.278245508965829114E+00   -0.566069301707680328E+00   -0.179613227003270208E+04   -0.691275511231547579E+01    1
    0.168990015983581543E+00    0.432186740039001809E-02   -0.255353337432198013E+00    0.883494789222896482E+00   -0.179502845472468789E+04   -0.691375511231547435E+01    1
    0.372602105140686035E+00    0.129041072808419523E-02   -0.289195448257700660E+00    0.765961288403634422E+00   -0.179495977736978307E+04   -0.691475511231548357E+01    1
    0.192550420761108398E-01    0.705387774407824179E-02   -0.263546344058870619E+00   -0.549639336979634296E+00   -0.179417593708809773E+04   -0.691575511231552209E+01    1
    0.202852964401245117E+00    0.481927488969375629E-02   -0.286434737018737728E+00   -0.251337401431445229E+00   -0.179330502268166197E+04   -0.691675511231554463E+01    1
    0.910700559616088867E-01    0.451909282058353748E-02   -0.226246023659323420E+00    0.822273700984969547E+00   -0.179190500604029216E+04   -0.691775511231549967E+01    1
    0.361441493034362793E+00   -0.782822186480200584E-02   -0.297567022800112213E+00   -0.314152887952128146E+00   -0.179170724565312366E+04   -0.691875511231549378E+01    1
    0.226325392723083496E+00   -0.232111034172222076E-02   -0.261404345031818364E+00    0.414732419552078291E+00   -0.179155613038041702E+04   -0.691975511231551454E+01    1
    0.250581145286560059E+00   -0.480437418498667532E-03   -0.282890537623642135E+00   -0.419621146525882782E+00   -0.179144289247928646E+04   -0.692075511231548113E+01    1
    0.132994294166564941E+00    0.273689432531091289E-02   -0.262814387639467795E+00   -0.305898100857887600E+00   -0.179119198615378150E+04   -0.692175511231547080E+01    1
    0.120565414428710938E+00   -0.445852793736415971E-02   -0.224730451384873603E+00    0.808084505659075525E+00   -0.179115161115766387E+04   -0.692275511231549334E+01    1
    0.249825358390808105E+00    0.397798282280253327E-02   -0.261938592492816924E+00    0.444420936893366259E+00   -0.179102067195808218E+04   -0.692375511231548746E+01    1
    0.211795091629028320E+00   -0.648137729345383586E-03   -0.273462894578509974E+00   -0.664532645826633073E+00   -0.179093461255687680E+04   -0.692475511231548957E+01    1
    0.748875141143798828E-01   -0.284761499960673684E-02   -0.242424503413709080E+00   -0.877263936285096468E+00   -0.179044426558853911E+04   -0.692575511231552365E+01    1
    0.382986307144165039E+00    0.822374348964348694E-04   -0.269696208403955195E+00    0.577526807791217678E+00   -0.179016230236097113E+04   -0.692675511231553909E+01    1
    0.257737994194030762E+00    0.678213058050490189E-02   -0.272605884573773383E+00   -0.662869410195222830E+00   -0.178910897952885898E+04   -0.692775511231552343E+01    1
    0.102401971817016602E-01   -0.630580111386839538E-02   -0.213844727126633549E+00    0.246572284043773488E+00   -0.178909890057150142E+04   -0.692875511231550334E+01    1
    0.457658171653747559E+00    0.327922183491212741E-02   -0.299904462784293890E+00   -0.642938651549174955E+00   -0.178881912592367917E+04   -0.692975511231548769E+01    1
    0.421814084053039551E+00    0.797731349288044109E-02   -0.278761342107119003E+00    0.258726801636875003E+00   -0.178866166192414562E+04   -0.693075511231546315E+01    1
    0.381242990493774414E+00   -0.776293118351169004E-02   -0.243856879943238486E+00    0.876065025640769490E+00   -0.178864181626537038E+04   -0.693175511231550789E+01    1
    0.126528978347778320E+00    0.909758932469561946E-03   -0.229138867782744393E+00    0.375564044342140968E+00   -0.178860777556984976E+04   -0.693275511231550912E+01    1
    0.147789359092712402E+00    0.125930944509171036E-02   -0.202083990350184595E+00    0.929749788629486207E+00   -0.178796866330596686E+04   -0.693375511231550057E+01    1
    0.124721288681030273E+00   -0.362686053757356030E-02   -0.239294955098140916E+00   -0.619092517263378883E+00   -0.178795127052934799E+04   -0.693475511231554709E+01    1
    0.243467092514038086E-01   -0.229217629460527902E-03   -0.183875279906645928E+00    0.859323495904668389E+00   -0.178784851666057534E+04   -0.693575511231551811E+01    1
    0.136831402778625488E+00   -0.521569229958306763E-02   -0.236492089943266870E+00   -0.142862172766686668E+00   -0.178767277408393238E+04   -0.693675511231548558E+01    1
    0.119441270828247070E+00    0.223653633579171422E-03   -0.237352359990569389E+00   -0.333938149312449306E+00   -0.178755503275193041E+04   -0.693775511231549125E+01    1
    0.519809961318969727E+00    0.320807294937075623E-02   -0.286295222407390082E+00    0.199710985611033481E+00   -0.178751044284711884E+04   -0.693875511231549424E+01    1
    0.414687752723693848E+00   -0.463171484559977368E-02   -0.234692326641145865E+00    0.983506326834658995E+00   -0.178742111261953414E+04   -0.693975511231547948E+01    1
    0.560738682746887207E+00   -0.686172802123376745E-02   -0.282595888067298462E+00    0.388620218527463868E+00   -0.178736478082586382E+04   -0.694075511231545761E+01    1
    0.330043196678161621E+00   -0.242070121240852212E-02   -0.252757624616118892E+00    0.330388303373325809E+00   -0.178720552348229012E+04   -0.694175511231546682E+01    1
    0.352801203727722168E+00   -0.376332014364235811E-02   -0.247468383134414466E+00    0.532627402053488908E+00   -0.178716371888464664E+04   -0.694275511231551334E+01    1
    0.206744909286499023E+00    0.748166068244334858E-03   -0.235892198462277380E+00    0.237522725650694044E+00   -0.178692488047981510E+04   -0.694375511231550835E+01    1
    0.506708860397338867E+00    0.312633042231201487E-02   -0.255899147735808519E+00    0.737878293978649236E+00   -0.178667564072073537E+04   -0.694475511231550335E+01    1
    0.299815893173217773E+00    0.548687064221478182E-02   -0.263427541909410368E+00   -0.646653169449562748E+00   -0.178659344901183272E+04   -0.694575511231551523E+01    1
    0.166996717453002930E+00   -0.126455582966394399E-02   -0.230349561912251616E+00    0.324522966508063726E-01   -0.178625298405196622E+04   -0.694675511231552090E+01    1
    0.864125609397888184E+00   -0.730802092707722481E-03   -0.275146225065503236E+00    0.993263223686164154E+00   -0.178571075641725315E+04   -0.694775511231551945E+01    1
    0.378856301307678223E+00   -0.544295374392898931E-03   -0.262350352609083293E+00   -0.598404866198298135E+00   -0.178473596853470394E+04   -0.694875511231547005E+01    1
    0.602421998977661133E+00    0.590052086440369383E-02   -0.287469880906128128E+00   -0.224259553258548794E+00   -0.178418609784898308E+04   -0.694975511231546506E+01    1
    0.643631458282470703E+00   -0.312127290022715955E-03   -0.295795440973197821E+00   -0.504137852932140640E+00   -0.178417062389314810E+04   -0.695075511231549914E+01    1
    0.884961247444152832E+00    0.430678979015441683E-02   -0.261110783806938251E+00    0.933893063096569054E+00   -0.178315553987776798E+04   -0.695175511231552257E+01    1
    0.289756059646606445E-01    0.151134718197964675E-02   -0.186919987025410433E+00   -0.107244767640896771E+00   -0.178292681988433628E+04   -0.695275511231550336E+01    1
    0.328342676162719727E+00   -0.524490747898358114E-02   -0.237858976283808449E+00   -0.296431180139039796E+00   -0.178269261695544083E+04   -0.695375511231547883E+01    1
    0.326870322227478027E+00   -0.585480591664716467E-02   -0.226010523369223892E+00    0.126991068399599255E+00   -0.178238300835741279E+04   -0.695475511231550136E+01    1
    0.395358800888061523E-01    0.267900648673611956E-02   -0.187249178716884596E+00   -0.566507778856163768E+00   -0.178213357332373971E+04   -0.695575511231551680E+01    1
    0.411403179168701172E-02    0.340397681340458627E-02   -0.135606355542470608E+00    0.854517931989360768E+00   -0.178208582948964249E+04   -0.695675511231548427E+01    1
    0.336982131004333496E+00    0.299688626625179170E-02   -0.202990284633388390E+00    0.649858140485189972E+00   -0.178192939677695404E+04   -0.695775511231548727E+01    1
    0.568979382514953613E+00    0.301951862592167658E-02   -0.269323035705936742E+00   -0.916022946269085425E+00   -0.178180184712729556E+04   -0.695875511231550270E+01    1
    0.619692564010620117E+00   -0.376257276595292961E-02   -0.273714401560292087E+00   -0.965599415742252054E+00   -0.178178430219355869E+04   -0.695975511231551458E+01    1
    0.351466774940490723E+00    0.787757750761552966E-02   -0.236400459854776229E+00   -0.221222808059053394E+00   -0.178171703633035281E+04   -0.696075511231551580E+01    1
    0.315594315528869629E+00   -0.499931817439317524E-02   -0.206238578898115865E+00    0.457604657871775122E+00   -0.178161083861616794E+04   -0.696175511231550104E+01    1
    0.187392115592956543E+00   -0.540242416258215549E-02   -0.181078472742536911E+00    0.501823271753597422E+00   -0.178136148546836716E+04   -0.696275511231553423E+01    1
    0.797573685646057129E+00    0.270873976448598661E-02   -0.284203076760389584E+00    0.623894060792315464E-01   -0.178133757003807568E+04   -0.696375511231550171E+01    1
    0.839638233184814453E+00   -0.762433629251153908E-02   -0.295489167514482620E+00   -0.182708418719047944E+00   -0.178129972916890233E+04   -0.696475511231547362E+01    1
    0.114963054656982422E+00   -0.456940916750628139E-02   -0.185996833886469898E+00    0.113721460389260877E-01   -0.178129433141145682E+04   -0.696575511231551836E+01    1
    0.371360540390014648E+00    0.180295645835497950E-02   -0.238210979389718580E+00   -0.408603663947518736E+00   -0.178127935982257372E+04   -0.696675511231553202E+01    1
    0.220527052879333496E+00    0.206959250498527873E-02   -0.196758542687331034E+00    0.278587152193698562E+00   -0.178120805670572554E+04   -0.696775511231552436E+01    1
